source_symbol,feature_name,resolved_hgnc_symbol,mapping_method,mapping_source
MYO10,Q9HD67,MYO10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO18A,Q92614,MYO18A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO18B,Q8IUG5,MYO18B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO1B,O43795,MYO1B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO1D,O94832,MYO1D,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO1E,Q12965,MYO1E,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO1F,O00160,MYO1F,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO1G,B0I1T2,MYO1G,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO6,Q9UM54,MYO6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO9A,B2RTY4,MYO9A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYO9B,Q13459,MYO9B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYOF,Q9NZM1,MYOF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYOM3,Q5VTT5,MYOM3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYORG,Q6NSJ0,MYORG,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYT1L,Q9UL68,MYT1L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MYZAP,P0CAP1,MYZAP,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
MZB1,Q8WU39,MZB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MZT1,Q08AG7,MZT1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
MZT2B,Q6NZ67,MZT2B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
N4BP1,O75113,N4BP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
N4BP2L1,Q5TBK1,N4BP2L1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
N6AMT1,Q9Y5N5,HEMK2,previous_symbol,HGNC 2025-04-01 archive uniprot_ids
NAA10,P41227,NAA10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA15,Q9BXJ9,NAA15,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA16,Q6N069,NAA16,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA20,P61599,NAA20,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA25,Q14CX7,NAA25,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA30,Q147X3,NAA30,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA35,Q5VZE5,NAA35,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA38,Q9BRA0,NAA38,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAA50,Q9GZZ1,NAA50,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAAA,Q02083,NAAA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NACA,E9PAV3,NACA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NACA4P,Q9BZK3,NACA4P,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NACAD,O15069,NACAD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NADK2,Q4G0N4,NADK2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAGK,Q9UJ70,NAGK,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAGLU,P54802,NAGLU,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAGPA,Q9UK23,NAGPA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAIF1,Q69YI7,NAIF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAMPT,P43490,NAMPT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NANP,Q8TBE9,NANP,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NAP1L1,P55209,NAP1L1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAP1L4,Q99733,NAP1L4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAPB,Q9H115,NAPB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAPG,Q99747,NAPG,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAPSA,O96009,NAPSA,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NARS1,O43776,NARS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NARS2,Q96I59,NARS2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NASP,P49321,NASP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAT10,Q9H0A0,NAT10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAT14,Q8WUY8,NAT14,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAT2,P11245,NAT2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAT9,Q9BTE0,NAT9,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NAV1,Q8NEY1,NAV1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAV2,Q8IVL1,NAV2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NAXE,Q8NCW5,NAXE,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NBAS,A2RRP1,NBAS,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NBDY,A0A0U1RRE5,NBDY,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCAM1,P13591,NCAM1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCAM2,O15394,NCAM2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCBP1,Q09161,NCBP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCBP2,P52298,NCBP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCBP2AS2,Q69YL0,NCBP2AS2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCCRP1,Q6ZVX7,NCCRP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCEH1,Q6PIU2,NCEH1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NCF1,P14598,NCF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCF2,P19878,NCF2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NCF4,Q15080,NCF4,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NCK1,P16333,NCK1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCK2,O43639,NCK2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCKAP1,Q9Y2A7,NCKAP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCKAP1L,P55160,NCKAP1L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCKAP5L,Q9HCH0,NCKAP5L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCL,P19338,NCL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCLN,Q969V3,NCLN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCOA1,Q15788,NCOA1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NCOA2,Q15596,NCOA2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCOA3,Q9Y6Q9,NCOA3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCOA6,Q14686,NCOA6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCOA7,Q8NI08,NCOA7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCOR2,Q9Y618,NCOR2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NCS1,P62166,NCS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDEL1,Q9GZM8,NDEL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDFIP1,Q9BT67,NDFIP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDN,Q99608,NDN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDRG1,Q92597,NDRG1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NDRG2,Q9UN36,NDRG2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDRG4,Q9ULP0,NDRG4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDST1,P52848,NDST1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA1,O15239,NDUFA1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA10,O95299,NDUFA10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA11,Q86Y39,NDUFA11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA12,Q9UI09,NDUFA12,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA13,Q9P0J0,NDUFA13,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA4L2,Q9NRX3,NDUFA4L2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA6,P56556,NDUFA6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA7,O95182,NDUFA7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFA9,Q16795,NDUFA9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFAF1,Q9Y375,NDUFAF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFAF6,Q330K2,NDUFAF6,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NDUFB2,O95178,NDUFB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFB3,O43676,NDUFB3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFB6,O95139,NDUFB6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFB7,P17568,NDUFB7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFB8,O95169,NDUFB8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFB9,Q9Y6M9,NDUFB9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFC1,O43677,NDUFC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFS4,O43181,NDUFS4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFS5,O43920,NDUFS5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFS6,O75380,NDUFS6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFS7,O75251,NDUFS7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NDUFV3,P56181,NDUFV3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEBL,O76041,NEBL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NECTIN1,Q15223,NECTIN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEDD1,Q8NHV4,NEDD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEDD9,Q14511,NEDD9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEFL,P07196,NEFL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEFM,P07197,NEFM,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEGR1,Q7Z3B1,NEGR1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEIL1,Q96FI4,NEIL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NELFB,Q8WX92,NELFB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEMF,O60524,NEMF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NENF,Q9UMX5,NENF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEO1,Q92859,NEO1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NES,P48681,NES,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NEXN,Q0ZGT2,NEXN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NF1,P21359,NF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFAM1,Q8NET5,NFAM1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NFASC,O94856,NFASC,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFATC2,Q13469,NFATC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFATC2IP,Q8NCF5,NFATC2IP,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NFATC4,Q14934,NFATC4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFIA,Q12857,NFIA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFIC,P08651,NFIC,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFKB2,Q00653,NFKB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFKBIB,Q15653,NFKBIB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFU1,Q9UMS0,NFU1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFXL1,Q6ZNB6,NFXL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NFYA,P23511,NFYA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NGFR,P08138,NGFR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NGRN,Q9NPE2,NGRN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NHSL1,Q5SYE7,NHSL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIBAN1,Q9BZQ8,NIBAN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIBAN2,Q96TA1,NIBAN2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NID1,P14543,NID1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NINJ1,Q92982,NINJ1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIP7,Q9Y221,NIP7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIPA2,Q8N8Q9,NIPA2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NIPAL3,Q6P499,NIPAL3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIPSNAP2,O75323,NIPSNAP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NIPSNAP3B,Q9BS92,NIPSNAP3B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NKIRAS2,Q9NYR9,NKIRAS2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NKRF,O15226,NKRF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NKTR,P30414,NKTR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLE1,Q9NVX2,NLE1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLGN4X,Q8N0W4,NLGN4X,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLN,Q9BYT8,NLN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLRC3,Q7RTR2,NLRC3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLRC4,Q9NPP4,NLRC4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NLRC5,Q86WI3,NLRC5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NMD3,Q96D46,NMD3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NME2P1,O60361,NME2P1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NME3,Q13232,NME3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NME4,O00746,NME4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NME6,O75414,NME6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NME9,Q86XW9,NME9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NMNAT3,Q96T66,NMNAT3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NMRK1,Q9NWW6,NMRK1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NMT1,P30419,NMT1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NNMT,P40261,NNMT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NNT,Q13423,NNT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOA1,Q8NC60,NOA1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NOC3L,Q8WTT2,NOC3L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOCT,Q9UK39,NOCT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOD1,Q9Y239,NOD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOD2,Q9HC29,NOD2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOL10,Q9BSC4,NOL10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOL11,Q9H8H0,NOL11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOL3,O60936,NOL3,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NOLC1,Q14978,NOLC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOMO1,Q15155,NOMO1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOMO2,Q5JPE7,NOMO2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOP10,Q9NPE3,NOP10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOP58,Q9Y2X3,NOP58,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOS1AP,O75052,NOS1AP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOSTRIN,Q8IVI9,NOSTRIN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOTCH2,Q04721,NOTCH2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOTCH3,Q9UM47,NOTCH3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NOTCH4,Q99466,NOTCH4,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NOXA1,Q86UR1,NOXA1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPAT,Q14207,NPAT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPC1,O15118,NPC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPC1L1,Q9UHC9,NPC1L1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NPC2,P61916,NPC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPEPL1,Q8NDH3,NPEPL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPL,Q9BXD5,NPL,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NPM2,Q86SE8,NPM2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPM3,O75607,NPM3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPNT,Q6UXI9,NPNT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPR1,P16066,NPR1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPR2,P20594,NPR2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPR3,P17342,NPR3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPTN,Q9Y639,NPTN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NPY1R,P25929,NPY1R,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NR0B1,P51843,NR0B1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
NR2C1,P13056,NR2C1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NR2F2,P24468,NR2F2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
NR4A1,P22736,NR4A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
