source_symbol,feature_name,resolved_hgnc_symbol,mapping_method,mapping_source
CRYBG1,Q9Y4K1,CRYBG1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CRYBG3,Q68DQ2,CRYBG3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CRYL1,Q9Y2S2,CRYL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CS,O75390,CS,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSDC2,Q9Y534,CSDC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSE1L,P55060,CSE1L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSF1R,P07333,CSF1R,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSGALNACT1,Q8TDX6,CSGALNACT1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSNK1A1,P48729,CSNK1A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSNK1D,P48730,CSNK1D,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSNK2A1,P68400,CSNK2A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSNK2B,P67870,CSNK2B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CST3,P01034,CST3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CST7,O76096,CST7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSTA,P01040,CSTA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSTB,P04080,CSTB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CSTF1,Q05048,CSTF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTBP2,P56545,CTBP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTCF,P49711,CTCF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTDSP1,Q9GZU7,CTDSP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTDSPL,O15194,CTDSPL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTDSPL2,Q05D32,CTDSPL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTH,P32929,CTH,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTHRC1,Q96CG8,CTHRC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTNNA2,P26232,CTNNA2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTNNAL1,Q9UBT7,CTNNAL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTNNB1,P35222,CTNNB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTNNBIP1,Q9NSA3,CTNNBIP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTNNBL1,Q8WYA6,CTNNBL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTPS1,P17812,CTPS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTRB2,Q6GPI1,CTRB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSA,P10619,CTSA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSB,P07858,CTSB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSC,P53634,CTSC,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSD,P07339,CTSD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSF,Q9UBX1,CTSF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSH,P09668,CTSH,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSK,P43235,CTSK,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSS,P25774,CTSS,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTSZ,Q9UBR2,CTSZ,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTTN,Q14247,CTTN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTTNBP2,Q8WZ74,CTTNBP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTTNBP2NL,Q9P2B4,CTTNBP2NL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CTU2,Q2VPK5,CTU2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUEDC2,Q9H467,CUEDC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUL2,Q13617,CUL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUL4A,Q13619,CUL4A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUL7,Q14999,CUL7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUL9,Q8IWT3,CUL9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUTA,O60888,CUTA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUX1.1,Q13948,CUX1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CUZD1,Q86UP6,CUZD1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CWF19L2,Q2TBE0,CWF19L2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CXADR,P78310,CXADR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CXCL12,P48061,CXCL12,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CXCL16,Q9H2A7,CXCL16,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CXCR2,P25025,CXCR2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CXCR3,P49682,CXCR3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CXCR4,P61073,CXCR4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CXORF38,Q8TB03,CXORF38,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CXXC5,Q7LFL8,CXXC5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB561,P49447,CYB561,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5A,P00167,CYB5A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5B,O43169,CYB5B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5D2,Q8WUJ1,CYB5D2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5R1,Q9UHQ9,CYB5R1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5R2,Q6BCY4,CYB5R2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYB5R3,P00387,CYB5R3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYBA,P13498,CYBA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYBC1,Q9BQA9,CYBC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYBRD1,Q53TN4,CYBRD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYFIP2,Q96F07,CYFIP2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYGB,Q8WWM9,CYGB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYLD,Q9NQC7,CYLD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP1A1,P04798,CYP1A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP1A2,P05177,CYP1A2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP20A1,Q6UW02,CYP20A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP27A1,Q02318,CYP27A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2A6,P11509,CYP2A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2B6,P20813,CYP2B6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2C18,P33260,CYP2C18,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2C19,P33261,CYP2C19,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2C8,P10632,CYP2C8,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP2D6,P10635,CYP2D6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP2R1,Q6VVX0,CYP2R1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP2S1,Q96SQ9,CYP2S1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP3A5,P20815,CYP3A5,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP4A11,Q02928,CYP4A11,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP4B1,P13584,CYP4B1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
CYP4F11,Q9HBI6,CYP4F11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP4F12,Q9HCS2,CYP4F12,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYP7B1,O75881,CYP7B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYSTM1,Q9H1C7,CYSTM1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYTH1,Q15438,CYTH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
CYTH4,Q9UIA0,CYTH4,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DAAM2,Q86T65,DAAM2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DAB2,P98082,DAB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DAB2IP,Q5VWQ8,DAB2IP,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DACH1,Q9UI36,DACH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DAG1,Q14118,DAG1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DAPK3,O43293,DAPK3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DAXX,Q9UER7,DAXX,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DBH,P09172,DBH,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DBI,P07108,DBI,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DBN1,Q16643,DBN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DBNL,Q9UJU6,DBNL,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DBT,P11182,DBT,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAF10,Q5QP82,DCAF10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAF13,Q9NV06,DCAF13,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAF5,Q96JK2,DCAF5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAF6,Q58WW2,DCAF6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAF7,P61962,DCAF7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCAKD,Q8WVC6,DCAKD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCD,P81605,DCD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCHS1,Q96JQ0,DCHS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCLK1,O15075,DCLK1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCLK2,Q8N568,DCLK2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCP1A,Q9NPI6,DCP1A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCPS,Q96C86,DCPS,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCTD,P32321,DCTD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCTN1,Q14203,DCTN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCTN2,Q13561,DCTN2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DCTPP1,Q9H773,DCTPP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCUN1D1,Q96GG9,DCUN1D1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCUN1D3,Q8IWE4,DCUN1D3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DCXR,Q7Z4W1,DCXR,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDAH1,O94760,DDAH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDB2,Q92466,DDB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDC,P20711,DDC,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DDR2,Q16832,DDR2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX10,Q13206,DDX10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX17,Q92841,DDX17,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX18,Q9NVP1,DDX18,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX21,Q9NR30,DDX21,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX27,Q96GQ7,DDX27,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX39A,O00148,DDX39A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX39B,Q13838,DDX39B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX3X,O00571,DDX3X,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX3Y,O15523,DDX3Y,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX43,Q9NXZ2,DDX43,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX46,Q7L014,DDX46,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX5,P17844,DDX5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX50,Q9BQ39,DDX50,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX52,Q9Y2R4,DDX52,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX54,Q8TDD1,DDX54,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX55,Q8NHQ9,DDX55,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX59,Q5T1V6,DDX59,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DDX60L,Q5H9U9,DDX60L,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DECR1,Q16698,DECR1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEF6,Q9H4E7,DEF6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEFA1B,P59665,DEFA1B,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DEFA3,P59666,DEFA3,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DEFA4,P12838,DEFA4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEFA5,Q01523,DEFA5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEFB1,P60022,DEFB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEGS1,O15121,DEGS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEK,P35659,DEK,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DENND10,Q8TCE6,DENND10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DENND11,A4D1U4,DENND11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DENND2B,P78524,DENND2B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DENND2D,Q9H6A0,DENND2D,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DENND3,A2RUS2,DENND3,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DENND4A,Q7Z401,DENND4A,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DENND4B,O75064,DENND4B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DENND4C,Q5VZ89,DENND4C,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEPDC5,O75140,DEPDC5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DEPDC7,Q96QD5,DEPDC7,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DEPTOR,Q8TB45,DEPTOR,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DERL1,Q9BUN8,DERL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DES,P17661,DES,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DESI1,Q6ICB0,DESI1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DESI2,Q9BSY9,DESI2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGAT1,O75907,DGAT1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGAT2,Q96PD7,DGAT2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGCR6L,Q9BY27,DGCR6L,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGCR8,Q8WYQ5,DGCR8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGKA,P23743,DGKA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGKE,P52429,DGKE,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGKG,P49619,DGKG,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGKQ,P52824,DGKQ,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGKZ,Q13574,DGKZ,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DGUOK,Q16854,DGUOK,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DHCR7,Q9UBM7,DHCR7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHRS2,Q13268,DHRS2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHRS4,Q9BTZ2,DHRS4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHRS4L1,P0CG22,DHRS4L1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHRS7,Q9Y394,DHRS7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHRSX,Q8N5I4,DHRSX,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHTKD1,Q96HY7,DHTKD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX15,O43143,DHX15,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX33,Q9H6R0,DHX33,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX34,Q14147,DHX34,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX35,Q9H5Z1,DHX35,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX36,Q9H2U1,DHX36,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX38,Q92620,DHX38,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX58,Q96C10,DHX58,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DHX8,Q14562,DHX8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIAPH1,O60610,DIAPH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIAPH2,O60879,DIAPH2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DICER1,Q9UPY3,DICER1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIO1,P49895,DIO1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
DIP2B,Q9P265,DIP2B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIPK1A,Q5T7M9,DIPK1A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIPK2A,Q8NDZ4,DIPK2A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIRAS1,O95057,DIRAS1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIS3,Q9Y2L1,DIS3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIS3L2,Q8IYB7,DIS3L2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DISP1,Q96F81,DISP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DIXDC1,Q155Q3,DIXDC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
DKK2,Q9UBU2,DKK2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
